date,season,holiday,weekday,weather,temperature,realfeel,humidity,windspeed,rentals
2011-02-23,1,0,3,1,36.3591194,32.3911796,0.423043,3.9180989578410004,1917
2011-02-24,1,0,4,2,42.6121592,37.5558908,0.697391,10.428613651071998,1807
2011-02-25,1,0,5,2,48.4238408,44.8347668,0.712174,14.427062092923,1461
2011-02-26,1,0,6,1,41.4995,36.7244096,0.537917,7.767297192347,1969
2011-02-27,1,0,0,1,46.6582388,44.911749199999996,0.68,5.214306825535999,2402
2011-02-28,1,0,1,2,52.055295799999996,50.7340184,0.876364,12.060166126901999,1446
2011-03-01,1,0,2,1,40.1600282,34.548825199999996,0.535,9.010174651225,1851
2011-03-02,1,0,3,1,45.941,41.2244348,0.449583,12.815659435881,2134
2011-03-03,1,0,4,1,34.3789718,26.9758004,0.318333,9.398558245178,1685
2011-03-04,1,0,5,2,39.7370282,33.5746652,0.610417,8.465671593522,1944
2011-03-05,1,0,6,2,50.1005282,48.1989452,0.789167,10.485857454447,2077
2011-03-06,1,0,0,2,49.4537612,46.7107376,0.948261,14.291675293959,605
2011-03-07,1,0,1,1,39.7431194,31.529166800000002,0.551304,14.211117650664,1872
2011-03-08,1,0,2,1,42.3455,39.12512,0.420833,5.022883547049999,2133
2011-03-09,1,0,3,2,42.6274718,37.249030399999995,0.775417,9.16525331855,1891
2011-03-10,1,0,4,3,50.5170986,49.017358400000006,0,10.902425815589,623
2011-03-11,1,0,5,2,44.3777612,39.434,0.649565,9.698973725290001,1977
2011-03-12,1,0,6,1,45.4475282,41.8991,0.594583,9.191273229175,2132
2011-03-13,1,0,0,1,50.1158408,48.3548108,0.527391,11.265747031628,2417
2011-03-14,1,0,1,1,45.1133582,42.641600000000004,0.496957,5.700483651582,2046
2011-03-15,1,0,2,2,44.451278599999995,40.9995464,0.655652,7.673125931813001,2056
2011-03-16,1,0,3,2,48.4973582,46.791284,0.776522,8.456137898269,2192
2011-03-17,1,0,4,1,52.708999999999996,51.9475604,0.602917,8.725162958202999,2744
2011-03-18,1,0,5,1,63.284000000000006,65.8086692,0.525217,9.617666708569,3239
2011-03-19,1,0,6,1,57.573499999999996,58.62317,0.379167,15.327475896119001,3117
2011-03-20,1,0,0,1,45.7295,41.8991,0.47375,8.647810967897,2471
2011-03-21,2,0,1,2,54.014801,51.876518,0.737391,12.022572560031,2077
2011-03-22,2,0,2,1,54.9650282,55.5482696,0.624583,9.39839171775,2703
2011-03-23,2,0,3,2,46.9525622,43.3471532,0.839565,9.752720452677,2121
2011-03-24,2,0,4,2,41.711,35.3749604,0.805833,10.149305522459,1865
2011-03-25,2,0,5,1,39.9485282,33.6498656,0.495,9.605510206325,2210
2011-03-26,2,0,6,1,40.0894718,33.7994348,0.394167,8.724829903347,2496
2011-03-27,2,0,0,2,39.007437800000005,32.9402732,0.493913,7.6727512451,1693
2011-03-28,2,0,1,1,39.9638408,33.7997912,0.302174,8.834446582828,2028
2011-03-29,2,0,2,1,43.1915,37.997470400000005,0.314167,9.450265011572,2425
2011-03-30,2,0,3,2,42.980000000000004,38.52518,0.646667,7.197648493015999,1536
2011-03-31,2,0,4,3,40.3009718,33.79991,0.918333,9.061007148622,1685
2011-04-01,2,0,5,2,42.980000000000004,36.874335200000004,0.68625,10.770494460756,2227
2011-04-02,2,0,6,2,44.248999999999995,40.697675600000004,0.65375,8.207554080122,2252
2011-04-03,2,0,0,1,49.6069718,48.1975196,0.48,7.585865559541001,3249
2011-04-04,2,0,1,1,66.1039718,67.69996520000001,0.42625,16.052036735347,3115
2011-04-05,2,0,2,2,52.638528199999996,50.52398,0.642083,16.155949850419,1795
2011-04-06,2,0,3,1,50.6644718,49.2478304,0.470833,10.951801197991,2808
2011-04-07,2,0,4,1,54.6125,54.7230848,0.602917,6.757349973384001,3141
2011-04-08,2,0,5,2,46.011471799999995,41.748105200000005,0.83625,9.450098484144,1471
2011-04-09,2,0,6,2,46.5755,43.773645200000004,0.8775,5.540492425131,2455
2011-04-10,2,0,0,2,53.6960282,53.89635559999999,0.8575,6.110182756319,2895
2011-04-11,2,0,1,2,67.9921592,70.3477796,0.716956,13.508455168218,3348
2011-04-12,2,0,2,2,60.11149999999999,61.7748152,0.739167,11.443723220303,2034
2011-04-13,2,0,3,2,52.4975,52.7732204,0.819167,10.433651105768998,2162
2011-04-14,2,0,4,1,57.1505,58.1737496,0.540417,4.6086465699,3267
2011-04-15,2,1,5,1,55.388028199999994,55.6992644,0.67125,9.424411628375,3126
2011-04-16,2,0,6,3,54.0484718,53.7484496,0.888333,14.188469920456,795
2011-04-17,2,0,0,1,56.2340282,56.1486848,0.479583,12.635102072072,3744
2011-04-18,2,0,1,1,60.957499999999996,62.973744800000006,0.5425,6.809597953918999,3429
2011-04-19,2,0,2,2,60.3934718,61.32385040000001,0.665833,6.5766260821469995,3204
2011-04-20,2,0,3,1,67.937,70.24976960000001,0.614167,10.071787004725,3944
2011-04-21,2,0,4,1,56.4455282,57.1223696,0.407083,13.541094544106,4189
2011-04-22,2,0,5,2,46.0820282,41.4481352,0.729583,9.139066880497,1683
2011-04-23,2,0,6,2,56.516000000000005,56.674374799999995,0.887917,9.605510206325,4036
2011-04-24,2,0,0,2,66.8090282,68.7494444,0.810833,8.000602118975001,4191
2011-04-25,2,0,1,1,68.9240282,71.45060000000001,0.776667,7.715756953381,4073
2011-04-26,2,0,2,1,71.03902819999999,73.77706040000001,0.729167,13.592801310500002,4400
2011-04-27,2,0,3,2,70.05199999999999,71.5268696,0.835417,12.997465755399999,3872
2011-04-28,2,0,4,2,69.8405,71.9767652,0.700833,13.359995966156003,4058
2011-04-29,2,0,5,1,60.745999999999995,62.2986044,0.457083,9.994268486991,4595
2011-04-30,2,0,6,1,57.573499999999996,58.3256948,0.503333,9.786608784275,5312
2011-05-01,2,0,0,2,55.811028199999996,56.4466352,0.762083,4.427714519378,3351
2011-05-02,2,0,1,2,64.05952819999999,66.5005604,0.73,7.637530694078,4401
2011-05-03,2,0,2,2,69.7700282,72.3509852,0.697083,14.265863542619,4451
2011-05-04,2,0,3,2,52.638528199999996,51.272420000000004,0.737083,13.696714425572,2633
2011-05-05,2,0,4,1,56.4455282,55.6997396,0.444167,12.297717502944,4433
2011-05-06,2,0,5,1,58.137528200000006,59.5250996,0.59,9.502304832822,4608
2011-05-07,2,0,6,1,61.592,64.09937479999999,0.54125,6.679831455650001,4714
2011-05-08,2,0,0,1,62.2969718,64.8492404,0.631667,3.1072977268375,4333
2011-05-09,2,0,1,1,62.6495,65.5992248,0.58875,7.327206832,4362
2011-05-10,2,0,2,1,62.6495,65.2992548,0.489167,4.815598531047,4803
2011-05-11,2,0,3,1,63.4955,65.97392,0.632917,5.022550492194,4182
2011-05-12,2,0,4,1,62.861000000000004,65.3755244,0.7475,7.896189421619,4864
2011-05-13,2,0,5,2,60.957499999999996,61.92284000000001,0.863333,7.482285499325,4105
2011-05-14,2,0,6,2,61.6624718,62.6747252,0.9225,5.618219102149999,3409
2011-05-15,2,0,0,2,65.1875,66.8768,0.867083,6.368799852003001,4553
2011-05-16,2,0,1,1,66.4565,68.60082560000001,0.787917,5.281875329447001,3958
2011-05-17,2,0,2,2,65.1170282,67.1772452,0.837917,11.546762066378,4123
2011-05-18,2,0,3,2,64.13,65.8263704,0.87,8.388486130644,3855
2011-05-19,2,0,4,2,62.5084718,63.876149600000005,0.829583,4.505108141541,4575
2011-05-20,2,0,5,1,63.0020282,66.05018960000001,0.719583,5.204523339141,4917
2011-05-21,2,0,6,1,68.5715,71.15062999999999,0.626667,5.022883547049999,5805
2011-05-22,2,0,0,1,68.71252820000001,71.45060000000001,0.749583,6.161847890856,4660
2011-05-23,2,0,1,2,71.03902819999999,73.3271648,0.81,9.735276704594,4274
2011-05-24,2,0,2,2,73.436,75.0517844,0.740833,8.621624529844,4492
2011-05-25,2,0,3,1,73.5064718,76.32638960000001,0.69625,6.421006200681001,4978
2011-05-26,2,0,4,1,77.5249718,80.9769344,0.6775,8.311467195194,4677
2011-05-27,2,0,5,1,75.26902820000001,78.87655040000001,0.65375,10.019913710903,4679
2011-05-28,2,0,6,1,73.0834718,75.9506252,0.729583,9.579157240844001,4758
2011-05-29,2,0,0,1,74.0705,76.32734,0.81875,8.906636222866,4788
2011-05-30,2,1,1,1,79.6399718,82.92572960000001,0.685,5.463140434825,4098
2011-05-31,2,0,2,1,83.165,89.37550039999999,0.636667,4.634833007953,3982
2011-06-01,2,0,3,2,82.24852820000001,88.85087960000001,0.677083,8.621624529844,3974
2011-06-02,2,0,4,1,78.089,79.7003096,0.305,12.168450586959002,4968
2011-06-03,2,0,5,1,70.05199999999999,72.95140040000001,0.354167,10.537897275697,5312
2011-06-04,2,0,6,1,71.321,73.8498848,0.45625,5.126630134694,5342
2011-06-05,2,0,0,2,72.44897180000001,76.4763152,0.6525,5.774005511044001,4906
2011-06-06,2,0,1,1,74.98697179999999,77.0767304,0.6,5.074756840872,4548
2011-06-07,2,0,2,1,77.4545,81.12686000000001,0.597917,7.818795799456,4833
2011-06-08,2,0,3,1,83.2354718,89.60074519999999,0.622083,5.695945779169,4401
2011-06-09,2,0,4,2,85.9849718,93.2003852,0.568333,6.239907622731,3915
2011-06-10,2,0,5,1,81.473,86.75108960000001,0.605,5.851524028778,4586
2011-06-11,2,0,6,1,78.93499999999999,83.75091440000001,0.654583,6.446693056449999,4966
2011-06-12,2,0,0,1,76.1855,79.62701000000001,0.747917,6.809597953918999,4460
2011-06-13,2,0,1,1,71.321,74.6764952,0.494583,12.712287534949999,5020
2011-06-14,2,0,2,1,68.71252820000001,73.4756648,0.507083,11.210751348531,4891
2011-06-15,2,0,3,1,70.6160282,73.0251752,0.471667,6.990488372584,5180
2011-06-16,2,0,4,2,70.7569718,73.9271048,0.688333,8.595771146647,3767
2011-06-17,2,0,5,1,72.51952820000001,74.5255004,0.735833,5.954562874852999,4844
2011-06-18,2,0,6,1,76.5380282,79.7017352,0.670417,4.971176780656,5119
2011-06-19,2,0,0,2,76.7495282,79.9265048,0.666667,4.246449414,4744
2011-06-20,2,0,1,2,71.321,73.9271048,0.74625,6.472712967074999,4010
2011-06-21,3,0,2,2,75.19847180000001,78.9523448,0.770417,7.120088343425001,4835
2011-06-22,3,0,3,1,79.6399718,85.6268852,0.7075,7.1715869505339995,4507
2011-06-23,3,0,4,2,79.2169718,85.62736040000001,0.703333,9.941853979028,4790
2011-06-24,3,0,5,1,78.8645282,81.20206040000001,0.573333,9.243313050425,4991
2011-06-25,3,0,6,1,76.39699999999999,79.62558440000001,0.483333,8.724829903347,5202
2011-06-26,3,0,0,1,75.128,78.95032520000001,0.513333,3.9355968273380997,5305
2011-06-27,3,0,1,2,75.3395,78.8760752,0.658333,4.479088230916,4708
2011-06-28,3,0,2,1,80.5565282,85.4758904,0.634167,6.006769223530999,4648
2011-06-29,3,0,3,1,79.2169718,80.9769344,0.497917,10.900094431597001,5225
2011-06-30,3,0,4,1,76.5380282,78.87655040000001,0.434167,7.714882684384,5515
2011-07-01,3,0,5,1,78.7235,80.67684560000001,0.39625,4.2717615830560005,5362
2011-07-02,3,0,6,1,80.0629718,82.4761904,0.444583,4.790244730134,5119
2011-07-03,3,0,0,2,78.23002819999999,82.62671,0.6825,9.527783529306001,4649
2011-07-04,3,1,1,2,79.0760282,82.25153960000002,0.637917,3.3921304028744004,6043
2011-07-05,3,0,2,1,80.76802819999999,85.9249544,0.590417,5.256355001106001,4665
2011-07-06,3,0,3,1,78.512,84.6532004,0.743333,6.239907622731,4629
2011-07-07,3,0,4,1,81.05,84.8002748,0.65125,6.627791634400001,4592
2011-07-08,3,0,5,2,77.5955282,82.8533804,0.757917,9.372538334553001,4040
2011-07-09,3,0,6,1,79.6399718,82.1019704,0.609167,6.990488372584,5336
2011-07-10,3,0,0,1,80.8385,85.17497,0.578333,7.638238435647001,4881
2011-07-11,3,0,1,1,82.1075,89.90071520000001,0.635833,11.754213609809,4086
2011-07-12,3,0,2,1,84.78652819999999,91.02587,0.559167,8.336945891677999,4258
2011-07-13,3,0,3,1,80.76802819999999,85.1011952,0.631667,6.083788158981001,4342
2011-07-14,3,0,4,1,75.19847180000001,78.65035519999999,0.47625,10.019414128619,5084
2011-07-15,3,0,5,1,73.71797179999999,77.3752748,0.59125,7.611677310880999,5538
2011-07-16,3,0,6,1,75.69202820000001,79.0256444,0.585,8.673664351094,5923
2011-07-17,3,0,0,1,78.4415282,82.77616040000001,0.604167,10.201178816281,5302
2011-07-18,3,0,1,1,80.76802819999999,86.82629,0.65125,8.984321268028,4458
2011-07-19,3,0,2,1,83.3060282,92.00050519999999,0.650417,5.4371205242,4541
2011-07-20,3,0,3,1,82.6009718,91.92578,0.707083,4.738413068169001,4332
2011-07-21,3,0,4,2,86.549,101.3728748,0.69125,9.243146522997,3784
2011-07-22,3,0,5,1,89.3689718,103.09844480000001,0.580417,5.5412001667,3387
2011-07-23,3,0,6,1,89.4395282,98.7492956,0.5,5.462973907397,3285
2011-07-24,3,0,0,1,87.818,97.62568519999999,0.550833,7.0429028805469995,3606
2011-07-25,3,0,1,1,80.48597179999999,88.8498104,0.757083,3.7805181600131,3840
2011-07-26,3,0,2,1,82.8830282,86.0011052,0.540833,8.337112419105999,4590
2011-07-27,3,0,3,1,83.165,85.2512396,0.402917,7.637905380790999,4656
2011-07-28,3,0,4,1,83.5175282,91.10011999999999,0.583333,7.430412205503,4390
2011-07-29,3,0,5,1,88.52297180000001,96.5728796,0.5425,7.249688314265999,3846
2011-07-30,3,0,6,1,85.6325282,89.7501956,0.465833,7.016508283209,4475
2011-07-31,3,0,0,1,85.7734718,89.8997648,0.480833,6.861471247740999,4302
2011-08-01,3,0,1,1,82.8830282,86.75108960000001,0.550833,6.524419733468999,4266
2011-08-02,3,0,2,1,83.8699718,87.2000348,0.49125,8.56991776345,4845
2011-08-03,3,0,3,2,79.4990282,83.9765156,0.6575,5.6445720676310005,3574
2011-08-04,3,0,4,2,77.666,82.17681440000001,0.7575,8.20772060755,4576
2011-08-05,3,0,5,1,77.7364718,81.20015959999999,0.630833,7.689237460472,4866
2011-08-06,3,0,6,2,78.23002819999999,83.5270952,0.755,9.50247136025,4294
2011-08-07,3,0,0,1,80.41550000000001,88.1766896,0.752917,8.388277971359,3785
2011-08-08,3,0,1,1,82.31899999999999,86.7500204,0.592083,8.000602118975001,4326
2011-08-09,3,0,2,1,83.165,89.2255748,0.570417,6.291447861697,4602
2011-08-10,3,0,3,1,82.4600282,84.5759804,0.424167,8.337112419105999,4780
2011-08-11,3,0,4,1,78.3005,80.6006948,0.42375,6.860763506172001,4792
2011-08-12,3,0,5,1,77.5249718,80.9001896,0.415,5.2298355081970005,4905
2011-08-13,3,0,6,2,75.62147180000001,79.92793040000001,0.729583,8.803222690078,4150
2011-08-14,3,0,0,2,74.8460282,77.37729440000001,0.8175,9.268625219481,3820
2011-08-15,3,0,1,1,73.9294718,76.4006396,0.712083,8.699143047578,4338
2011-08-16,3,0,2,1,76.8904718,79.9254356,0.578333,9.838815132953,4725
2011-08-17,3,0,3,1,78.7939718,82.40051480000001,0.575417,5.981123999618999,4694
2011-08-18,3,0,4,1,77.8070282,81.8762504,0.654583,9.708882107256,3805
2011-08-19,3,0,5,2,75.551,78.4266548,0.722917,5.799650734955999,4153
2011-08-20,3,0,6,1,76.60849999999999,80.3007248,0.674167,4.349155205219,5191
2011-08-21,3,0,0,1,77.7364718,83.45237,0.77,10.356090956178,3873
2011-08-22,3,0,1,1,76.11502820000001,79.0245752,0.47,11.52161642475,4758
2011-08-23,3,0,2,1,71.81447179999999,75.2007596,0.455417,6.110016228891,5895
2011-08-24,3,0,3,1,74.56397179999999,78.12620960000001,0.605,10.537356061556,5130
2011-08-25,3,0,4,2,75.4805282,79.9274552,0.771667,8.777369306880999,3542
2011-08-26,3,0,5,1,76.82,81.5762804,0.76125,3.4955147933624997,4661
2011-08-27,3,0,6,2,75.128,78.7040528,0.85,15.637633230768998,1115
2011-08-28,3,0,0,1,77.4171914,80.1775292,0.561765,12.683519921763,4334
2011-08-29,3,0,1,1,71.46202819999999,75.4254104,0.554583,6.653811545025,4634
2011-08-30,3,0,2,1,71.6735282,73.8508352,0.548333,5.204315179856001,5204
2011-08-31,3,0,3,1,73.1540282,75.80117480000001,0.597917,3.4693200289380997,5058
2011-09-01,3,0,4,1,73.013,76.2526148,0.639167,5.903230795172,5115
2011-09-02,3,0,5,2,72.02597180000001,75.0511904,0.727083,5.825504118153,4727
2011-09-03,3,0,6,1,74.2115282,78.4257044,0.716667,7.715423898525,4484
2011-09-04,3,0,0,1,77.5955282,82.2529652,0.742083,8.595604619219001,4940
2011-09-05,3,1,1,2,74.56397179999999,77.5267448,0.790417,8.854929456472,3351
2011-09-06,3,0,2,3,63.284000000000006,64.40576,0.886957,14.318985792150999,2710
2011-09-07,3,0,3,3,68.28952819999999,67.8544052,0.917083,4.039156071625601,1996
2011-09-08,3,0,4,3,71.2290398,69.1768868,0.939565,8.024457173036,1842
2011-09-09,3,0,5,2,72.59,71.97878479999999,0.897917,5.178128741803,3544
2011-09-10,3,0,6,1,73.436,75.4258856,0.75375,6.394986290056,5345
2011-09-11,3,0,0,1,72.8719718,75.5764052,0.71375,4.789911675278001,5046
2011-09-12,3,0,1,1,72.11184080000001,74.733044,0.692174,3.7016133014410006,4713
2011-09-13,3,0,2,1,72.66047180000001,74.9022152,0.7125,5.903563850028,4763
2011-09-14,3,0,3,1,74.56397179999999,77.67572,0.697083,6.965009676099999,4785
2011-09-15,3,0,4,2,66.4565,68.9761148,0.709167,11.288311498122,3659
2011-09-16,3,0,5,2,57.2915282,58.02323,0.590417,6.835243177831,4760
2011-09-17,3,0,6,2,59.1950282,60.047225600000004,0.718333,7.896522476475001,4511
2011-09-18,3,0,0,1,60.534499999999994,61.4757956,0.695,7.430578732931,4274
2011-09-19,3,0,1,2,64.05952819999999,66.12539000000001,0.69,6.317301244894,4539
2011-09-20,3,0,2,2,65.1170282,66.42737960000001,0.88125,5.6183856295779995,3641
2011-09-21,3,0,3,2,67.937,68.60332040000002,0.9,4.0134858685994,4352
2011-09-22,3,0,4,2,70.7569718,69.1296044,0.902083,5.334081678125,4795
2011-09-23,4,0,5,2,69.13552820000001,65.22845,0.9725,3.2625512479619,2395
2011-09-24,4,0,6,2,68.9240282,70.2521456,0.8625,3.2632423367881,5423
2011-09-25,4,0,0,2,71.2505282,71.2292756,0.845,2.0973796501744,5010
2011-09-26,4,0,1,2,72.51952820000001,73.1781896,0.848333,4.6086465699,4630
2011-09-27,4,0,2,2,71.46202819999999,71.45357,0.885417,4.919678173547,4120
2011-09-28,4,0,3,2,71.321,71.52877039999998,0.84875,6.187701274053001,3907
2011-09-29,4,0,4,1,69.7700282,71.4520256,0.699167,7.1974403337310005,4839
2011-09-30,4,0,5,1,65.3285282,67.9256852,0.6475,8.595937674075,5202
2011-10-01,4,0,6,2,52.286,52.248124399999995,0.75375,12.168825273672,2429
2011-10-02,4,0,0,2,47.774028200000004,44.2236596,0.791667,9.242813468141,2918
2011-10-03,4,0,1,2,50.1005282,49.7750648,0.760833,3.4698404271506,3570
2011-10-04,4,0,2,1,58.56052820000001,59.3755304,0.71,8.570084290878,4456
2011-10-05,4,0,3,1,63.14297179999999,65.8239944,0.647917,7.37924665325,4826
2011-10-06,4,0,4,1,59.406528200000004,60.27449,0.620833,5.6183856295779995,4765
2011-10-07,4,0,5,1,60.8164718,63.1231952,0.684167,0.9322080523869001,4985
2011-10-08,4,0,6,1,61.7330282,64.17314959999999,0.70125,1.8902611615993998,5409
2011-10-09,4,0,0,1,63.3544718,65.4491804,0.7275,2.6415413266500005,5511
2011-10-10,4,1,1,1,65.89247180000001,67.69949,0.73375,1.7612024048994,5117
2011-10-11,4,0,2,2,65.54002820000001,68.0762048,0.80875,5.955104088994,4563
2011-10-12,4,0,3,3,63.5659718,64.7047796,0.90625,10.33094531455,2416
2011-10-13,4,0,4,2,67.4435282,68.7543152,0.896667,5.902856108459,2913
2011-10-14,4,0,5,2,64.2004718,66.12539000000001,0.71625,9.320665040731,3644
2011-10-15,4,0,6,1,60.464028199999994,62.44853,0.483333,10.744474550131,5217
2011-10-16,4,0,0,1,60.887028199999996,62.9746952,0.486667,11.728401858469,5041
2011-10-17,4,0,1,1,62.7905282,63.87413,0.579583,7.301353448803001,4570
2011-10-18,4,0,2,2,62.6495,65.2992548,0.701667,4.583126241559,4748
2011-10-19,4,0,3,3,63.4311194,64.24514239999999,0.895217,10.130654450522998,2424
2011-10-20,4,0,4,1,57.8554718,58.62317,0.63625,17.580092414675,4195
2011-10-21,4,0,5,1,53.7665,53.523204799999995,0.574167,9.217126612372,4304
2011-10-22,4,0,6,1,53.3435,53.7484496,0.629167,3.8578868030619002,4308
2011-10-23,4,0,0,1,53.2730282,53.3731604,0.74125,4.1428901697125005,4381
2011-10-24,4,0,1,1,56.7979718,57.4995596,0.772083,4.945531556744,4187
2011-10-25,4,0,2,1,57.5030282,58.248949999999994,0.622917,6.938282023906,4687
2011-10-26,4,0,3,2,58.56052820000001,59.3741048,0.720417,6.188242488194,3894
2011-10-27,4,0,4,2,57.362,57.497064800000004,0.812917,8.233240935891,2659
2011-10-28,4,0,5,2,45.5884718,41.074865599999995,0.585833,9.553636912503,3747
2011-10-29,4,0,6,3,39.102528199999995,30.2760644,0.8825,14.628227225947,627
2011-10-30,4,0,0,1,44.6015282,41.3738852,0.62375,7.352893687769001,3331
2011-10-31,4,0,1,1,46.364000000000004,45.500284400000005,0.703333,4.42754799195,3669
2011-11-01,4,0,2,1,51.510471800000005,50.3740544,0.68375,5.6440724853469995,4068
2011-11-02,4,0,3,1,49.536500000000004,49.5478004,0.71875,3.4176299152869003,4186
2011-11-03,4,0,4,1,52.1449718,51.423414799999996,0.702083,5.695945779169,3974
2011-11-04,4,0,5,2,51.7219718,51.1229696,0.6225,11.314664463603,4046
2011-11-05,4,0,6,1,45.2360282,41.6738552,0.519167,7.871002148134,3926
2011-11-06,4,0,0,1,47.0689718,46.2481304,0.734583,3.8323872906494003,3649
2011-11-07,4,0,1,1,51.017,50.8234748,0.75875,2.382383016825,4035
2011-11-08,4,0,2,1,52.1449718,52.174824799999996,0.721667,2.8741593276375,4205
2011-11-09,4,0,3,1,51.44,51.798585200000005,0.758333,2.5893266516006004,4109
2011-11-10,4,0,4,2,49.748,47.5980548,0.813333,7.871210307419001,2933
2011-11-11,4,1,5,1,45.0245282,39.6498596,0.44625,13.100504601474999,3368
2011-11-12,4,0,6,1,47.774028200000004,45.7235096,0.552917,8.828534859134,4067
2011-11-13,4,0,0,1,54.8944718,54.34934,0.458333,11.728568385896999,3717
2011-11-14,4,0,1,1,62.438,65.5239056,0.587083,12.764160828771999,4486
2011-11-15,4,0,2,2,62.438,63.5003852,0.68875,8.311092508481,4195
2011-11-16,4,0,3,3,56.2340282,56.8961744,0.93,5.696445361453001,1817
2011-11-17,4,0,4,2,46.5050282,41.5986548,0.575833,12.712787117234,3053
2011-11-18,4,0,5,1,40.7945282,35.599254800000004,0.41,7.016341755780999,3392
2011-11-19,4,0,6,1,45.4475282,41.74858040000001,0.502083,9.346185369072,3663
